KEY,FREQ,REF_AREA,CES_BREAKDOWN,CES_CUSTOM,CES_VARIABLE,CES_ANSWER,CES_DENOM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,COMPILATION,DECIMALS,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-04,1.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-05,1.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-06,1.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-07,1.2,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-08,1.7,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-09,2,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-10,1.8,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-11,1.6,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2022-12,1.8,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-01,2.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-02,1.9,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-03,2.7,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-04,2.6,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-05,2.8,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-06,4.5,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-07,3.4,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-08,5.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-09,2.9,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-10,5.4,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-11,8.9,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2023-12,6.5,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-01,6.7,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-02,7.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-03,6.2,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-04,5.5,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-05,8,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-06,7.4,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-07,7.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-08,7.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-09,8.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-10,6.9,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-11,5.6,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2024-12,3.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-01,3.7,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-02,2.4,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-03,3.1,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-04,2.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-05,3.4,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-06,3.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-07,2.8,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.DEC.WS,M,AT,ALL,T,C1010,DEC,WS,2025-08,2.2,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Down/Deteriorated/Decreased/Will decrease - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-04,98.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-05,98.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-06,98.3,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-07,98.5,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-08,98.2,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-09,97.5,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-10,97.6,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-11,97.9,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
CES.M.AT.ALL.T.C1010.INC.WS,M,AT,ALL,T,C1010,INC,WS,2022-12,97,A,F,,,P1M,,U,,,,1,"Inflation perceptions over the previous 12 months (qualitative), Weighted share",Monthly - Austria - No specific breakdown - Total - Inflation perceptions over the previous 12 months (qualitative) - Up/Improved/Increased/Will increase - Weighted share,PN,0
